,Time,timestamps_x,lon_x,oxy,car,iron,bins_x,timestamps_y,lon_y,Np,dens,vel,vr,vn,vt,bins_y
0,2022-02-18 00:00:15.851000,1645142415.851,262.7967544294254,0.04386999,1.1915853,0.09030542,,1645142415.747794,262.7967705704098,9.951759,4.887070289016696,548.1038,548.1038,-89.54915,-49.428154,
1,2022-02-18 00:10:15.849000,1645143015.849,262.70291791658866,0.052620187,1.066372,0.09620978,,1645143015.748817,262.7029335845526,8.920866,4.37992479154748,593.19586,593.19586,-86.87162,-58.676426,
2,2022-02-18 00:20:15.847000,1645143615.847,262.6090827947544,0.05017219,1.3918023,0.11299258,,1645143615.749841,262.6090979895737,11.568684,5.6787725893316985,578.3429,578.3429,1.8836586,6.570398,
3,2022-02-18 00:30:15.845000,1645144215.845,262.5152490648525,0.048351407,1.2348359,0.1119611,,1645144215.7508638,262.51526378667893,9.97763,4.896759670353587,573.06476,573.06476,-34.784637,21.375868,
4,2022-02-18 00:40:15.843000,1645144815.8430002,262.4214167277253,0.054106303,1.3101209,0.10218033,,1645144815.751887,262.4214309765728,9.363161,4.594251448862798,539.93097,539.93097,-51.21706,-13.113913,
5,2022-02-18 00:50:15.843000,1645145415.8430002,262.3275854715131,0.04314536,1.3736624,0.104058675,,1645145415.752911,262.327599560019,9.838859,4.826672382229094,569.2725,569.2725,-61.27459,6.444274,
6,2022-02-18 01:00:15.841000,1645146015.8409998,262.23375592265995,0.04450554,1.1375424,0.12528984,,1645146015.753934,262.2337695382091,9.305293,4.563982545463556,543.039,543.039,-46.174393,-7.008127,
7,2022-02-18 01:10:15.839000,1645146615.839,262.1399277692436,0.04005,1.3915902,0.09765474,,1645146615.754957,262.1399409118512,10.850543,5.320790850381581,552.5294,552.5294,-28.485746,3.8103788,
8,2022-02-18 01:20:15.837000,1645147215.837,262.04610101218213,0.031742886,1.1587912,0.10553597,,1645147215.755981,262.0461136817092,10.52364,5.159426866349825,548.1649,548.1649,-21.539558,-6.87237,
9,2022-02-18 01:30:15.835000,1645147815.835,261.95227565234956,0.030220252,1.3142438,0.10359714,,1645147815.757004,261.9522878489774,10.90228,5.3439646072724045,535.4036,535.4036,-4.669861,-47.296467,
10,2022-02-18 02:03:34.965000,1645149814.965,261.6396695524613,0.04690163,1.3366178,0.10886703,,1645149815.760416,261.6395451755035,8.219752,4.026311342177197,555.45557,555.45557,-55.78161,-7.0258546,
11,2022-02-18 02:13:34.969000,1645150414.969,261.5458493173979,0.050141096,1.3670881,0.11209303,,1645150415.761439,261.5457254077992,8.633296,4.228009212098524,551.19037,551.19037,-40.93229,-7.099838,
12,2022-02-18 02:23:34.967000,1645151014.967,261.4520314225206,0.035739217,1.2790321,0.10979587,,1645151015.762462,261.45190704207204,9.223488,4.516116352436013,547.1202,547.1202,-33.189976,-15.43426,
13,2022-02-18 02:33:34.965000,1645151614.965,261.3582149304989,0.045529805,1.3850281,0.10048748,,1645151615.763486,261.3580900790935,7.808626,3.8225678586610186,527.95795,527.95795,-16.255993,-28.905296,
14,2022-02-18 02:43:34.963000,1645152214.963,261.26439984225397,0.04625781,1.2983094,0.11446141,,1645152215.764509,261.26427452002827,8.497552,4.158962529331915,548.1828,548.1828,-10.004193,-59.076717,
15,2022-02-18 02:53:34.961000,1645152814.961,261.17058615865,0.055496316,1.3822929,0.085908264,,1645152815.765533,261.1704603655117,8.536929,4.177374835051476,595.37256,595.37256,-35.63716,21.680489,
