Time,Unnamed: 0,timestamps,lon,BrR2,Br,Bn,Bt,B,olon
2022-03-03 18:00:00,9546.5,1646335729.6020005,69.01956684601551,-2.946600746827122,-10.041115109534884,6.125017914186047,2.469896383604651,16.148836634762826,80.54716863102819
2022-03-03 21:00:00,9633.0,1646346542.004941,66.17000778802193,-1.1484440023387095,-3.9367605105747128,-4.908788353333333,-3.3118291796551724,14.911349425216452,78.95683649331866
2022-03-04 00:00:00,9719.5,1646357354.4076161,65.12131374025076,-1.9489914959076942,-6.7243332063953485,-5.526151240523256,6.634983670930233,13.818561462992077,77.3681204395281
2022-03-04 03:00:00,9806.0,1646368166.8103096,62.595243475879045,-2.8527552871262865,-9.894132387356322,-3.316680079295402,4.362249643574713,13.1656564922394,75.78104576175157
2022-03-04 06:00:00,9892.5,1646378979.2129996,60.57749882428423,-2.636157288448514,-9.19508093372093,1.4544614877011628,0.013405567441860552,11.633506338357055,74.19562539911053
2022-03-04 09:00:00,9978.5,1646389729.1163373,59.50724916130611,-1.439164626092103,-5.038986054651162,-0.05277105453488371,5.843457310441861,13.43281525994639,72.62103336641172
2022-03-04 12:00:00,10065.0,1646400541.5192976,60.455134808810705,-1.1976143366579122,-4.229067627586207,1.689837932183908,7.465962103333334,13.294732882803102,71.03898015176244
2022-03-04 15:00:00,10151.5,1646411353.9224303,58.5968257562302,-0.4757546279716204,-1.6947759194186047,-3.3534700406976743,7.829045978720931,13.784150123957414,69.45864025163883
2022-03-04 18:00:00,10238.0,1646422166.325597,57.45875877601003,-0.35587515559784183,-1.2669903898636363,-8.393192095454545,10.464560359090909,14.975998720304373,67.88004056426861
2022-03-04 21:00:00,10324.5,1646432978.7287786,58.77484832549124,-2.8139965340116575,-10.110402013953488,-2.9006246695,6.787478121627907,13.694877333923884,66.30319482388623
